order_id,user_id,product_id,price,quantity,timestamp,channel,revenue
ORD035272,U02916,P034,10.96,1,2025-11-11,Retail,10.96
ORD048683,U02539,P075,65.32,1,2026-01-20,Gym Kiosk,65.32
ORD048960,U02673,P112,10.24,2,2026-03-20,Website,20.48
ORD027766,U03287,P123,5.77,3,2026-04-05,Marketplace,17.31
ORD036789,U03203,P013,12.84,2,2025-08-27,App,25.68
ORD020438,U03843,P068,18.58,1,2026-04-19,App,18.58
ORD034744,U01968,P096,27.51,3,2025-08-17,App,82.53
ORD043605,U03682,P133,53.48,1,2025-04-27,Marketplace,53.48
ORD038291,U02178,P104,65.5,2,2025-09-11,Retail,131.0
ORD042948,U04296,P117,13.21,1,2025-07-09,Gym Kiosk,13.21
ORD004243,U02853,P091,23.04,3,2025-08-20,Retail,69.12
ORD000067,U04541,P064,109.16,2,2025-09-18,Retail,218.32
ORD045019,U03529,P142,76.16,2,2025-08-06,Retail,152.32
ORD016666,U02184,P035,20.49,1,2025-10-07,Website,20.49
ORD040245,U04445,P120,21.84,2,2025-07-29,Retail,43.68
ORD031443,U00184,P046,14.07,2,2026-04-06,Gym Kiosk,28.14
ORD026832,U01135,P040,7.72,1,2025-11-03,Gym Kiosk,7.72
ORD000422,U00196,P003,9.76,1,2025-09-06,Retail,9.76
ORD029555,U03613,P022,20.74,6,2025-10-17,Gym Kiosk,124.44
ORD013775,U04261,P141,57.36,2,2026-02-15,Gym Kiosk,114.72
ORD021631,U02258,P078,25.58,196,2026-03-23,Marketplace,5013.679999999999
ORD020176,U04367,P045,10.21,2,2025-09-19,Marketplace,20.42
ORD011654,U00566,P144,52.08,3,2025-08-07,Retail,156.24
ORD004204,U04566,P097,17.02,2,2026-03-13,App,34.04
ORD045907,U01117,P100,8.74,6,2026-04-24,Marketplace,52.44
ORD040691,U04378,P012,15.03,1,2026-04-17,App,15.03
ORD002454,U02821,P115,35.17,1,2025-09-16,App,35.17
ORD017811,U03785,P126,9.07,3,2025-09-02,Gym Kiosk,27.21
ORD037287,U03898,P150,16.62,1,2026-04-22,Retail,16.62
ORD014588,U04930,P084,14.5,3,2025-04-29,App,43.5
ORD020732,U04041,P132,45.99,1,2025-09-30,Gym Kiosk,45.99
ORD044982,U02729,P096,27.51,1,2025-06-18,App,27.51
ORD046006,U01567,P034,10.36,1,2026-04-04,Marketplace,10.36
ORD037553,U03227,P075,55.95,2,2025-09-10,Retail,111.9
ORD024889,U00770,P079,20.79,3,2026-03-23,Marketplace,62.37
ORD022124,U02208,P041,6.28,2,2025-09-11,Website,12.56
ORD026762,U04768,P098,12.06,2,2025-07-20,Gym Kiosk,24.12
ORD028743,U03765,P002,8.95,2,2025-10-05,Gym Kiosk,17.9
ORD031362,U04076,P053,8.11,4,2026-04-04,Marketplace,32.44
ORD039766,U03713,P063,180.21,2,2025-12-28,App,360.42
ORD027432,U04799,P145,7.41,2,2026-01-05,Website,14.82
ORD038307,U02769,P117,17.35,1,2026-01-02,Gym Kiosk,17.35
ORD040266,U02160,P072,55.04,1,2026-02-17,Gym Kiosk,55.04
ORD015841,U01363,P085,49.18,2,2025-12-15,Website,98.36
ORD000593,U01669,P116,11.71,3,2025-06-03,Website,35.13
ORD008488,U04680,P106,11.96,1,2025-05-22,Gym Kiosk,11.96
ORD034330,U04894,P099,8.77,2,2025-12-07,Retail,17.54
ORD004032,U04589,P016,13.96,1,2026-01-28,Retail,13.96
ORD022418,U04461,P094,10.48,2,2025-09-21,Website,20.96
ORD021252,U02428,P090,37.81,3,2025-07-26,Website,113.43
ORD008835,U03685,P122,27.76,2,2025-12-25,App,55.52
ORD017550,U00577,P035,14.17,3,2025-06-27,Retail,42.51
ORD041069,U02717,P118,27.27,3,2026-03-14,Marketplace,81.81
ORD004574,U00451,P011,13.76,1,2025-07-24,Gym Kiosk,13.76
ORD022718,U00273,P120,28.94,1,2025-09-11,Gym Kiosk,28.94
ORD022294,U01682,P097,17.38,2,2026-01-08,Retail,34.76
ORD030781,U04007,P049,13.57,3,2025-05-14,Marketplace,40.71
ORD001168,U04881,P078,17.24,2,2025-07-10,Retail,34.48
ORD007716,U01248,P047,10.03,3,2025-10-22,Marketplace,30.089999999999996
ORD037415,U02593,P088,11.32,6,2025-04-30,App,67.92
ORD045757,U03740,P088,18.4,2,2025-11-16,Website,36.8
ORD019205,U03130,P085,49.18,1,2026-04-02,Retail,49.18
ORD037135,U01533,P116,15.49,3,2025-08-08,Marketplace,46.47
ORD043205,U03629,P090,36.56,1,2025-10-25,Gym Kiosk,36.56
ORD039972,U02904,P066,18.32,1,2026-02-05,Retail,18.32
ORD036444,U04155,P041,6.53,2,2026-04-11,Retail,13.06
ORD035543,U04467,P027,61.9,2,2026-04-03,Retail,123.8
ORD046682,U00698,P024,9.79,2,2025-08-27,Marketplace,19.58
ORD010605,U00433,P027,72.48,1,2026-04-01,App,72.48
ORD024161,U02204,P137,6.46,2,2025-09-28,Marketplace,12.92
ORD017109,U00358,P091,23.04,2,2025-04-30,Website,46.08
ORD011595,U04446,P106,9.72,1,2026-03-05,Gym Kiosk,9.72
ORD047422,U04056,P013,9.98,6,2025-08-29,Website,59.88
ORD041700,U04681,P110,54.54,1,2025-07-23,Marketplace,54.54
ORD001600,U03197,P140,17.16,1,2025-11-26,Gym Kiosk,17.16
ORD033788,U01887,P038,7.71,1,2025-10-18,Gym Kiosk,7.71
ORD027262,U02278,P107,6.18,5,2026-03-07,Marketplace,30.9
ORD007852,U02538,P029,79.5,3,2026-03-11,Website,238.5
ORD039021,U04215,P122,26.81,1,2025-05-30,Gym Kiosk,26.81
ORD021257,U04767,P081,66.08,5,2025-09-06,Marketplace,330.4
ORD004408,U01498,P087,6.97,2,2025-07-01,Website,13.94
ORD003695,U00172,P042,8.96,2,2026-04-14,Gym Kiosk,17.92
ORD043986,U03620,P046,14.07,3,2026-04-16,Marketplace,42.21
ORD049820,U00631,P043,21.39,2,2026-04-05,Website,42.78
ORD006690,U00148,P059,13.93,2,2025-12-07,Website,27.86
ORD004330,U02975,P021,6.82,2,2025-07-25,Marketplace,13.64
ORD020951,U01097,P136,33.96,210,2026-01-31,Gym Kiosk,7131.6
ORD020485,U02329,P010,13.89,3,2025-06-17,Retail,41.67
ORD011334,U02221,P040,7.72,3,2026-01-19,Retail,23.16
ORD037833,U03671,P076,14.24,1,2025-12-02,Retail,14.24
ORD030335,U01562,P145,8.89,1,2025-09-19,Website,8.89
ORD013105,U00617,P080,19.55,1,2026-03-14,Marketplace,19.55
ORD001029,U04573,P041,10.54,2,2025-12-28,Retail,21.08
ORD041068,U03714,P004,48.09,1,2025-09-25,App,48.09
ORD010203,U00330,P105,126.2,1,2025-05-05,Marketplace,126.2
ORD019330,U03034,P106,9.72,2,2026-04-20,Retail,19.44
ORD035728,U04760,P149,21.68,2,2026-02-22,App,43.36
ORD022167,U03300,P034,10.33,3,2026-01-28,Retail,30.990000000000002
ORD005697,U00808,P101,14.99,2,2025-06-25,Gym Kiosk,29.98
ORD039728,U00904,P085,49.18,3,2026-03-06,Website,147.54
ORD023678,U04526,P091,23.04,2,2025-09-23,Gym Kiosk,46.08
ORD030045,U04929,P093,18.18,2,2025-10-05,Marketplace,36.36
ORD009477,U02991,P036,24.75,1,2025-12-29,Website,24.75
ORD021527,U03765,P067,7.18,2,2025-10-17,Retail,14.36
ORD041182,U03853,P110,44.66,1,2025-10-26,Retail,44.66
ORD035525,U00925,P147,8.33,3,2025-10-30,Gym Kiosk,24.990000000000002
ORD037037,U04530,P112,11.12,1,2025-12-17,Retail,11.12
ORD006084,U02156,P019,105.78,3,2025-09-08,App,317.34000000000003
ORD046200,U00235,P131,140.5,3,2025-06-28,Retail,421.5
ORD007905,U02683,P003,7.68,2,2025-08-02,Marketplace,15.36
ORD039704,U02906,P133,55.6,3,2026-02-13,App,166.8
ORD029427,U00724,P134,21.47,1,2026-04-15,Marketplace,21.47
ORD012644,U03803,P134,15.37,5,2026-04-01,Marketplace,76.85
ORD002276,U02146,P061,34.75,1,2026-02-22,Website,34.75
ORD000591,U04234,P105,126.2,2,2026-03-01,Gym Kiosk,252.4
ORD003173,U02955,P035,11.87,5,2025-10-20,Marketplace,59.349999999999994
ORD018216,U02744,P113,65.84,2,2026-02-02,App,131.68
ORD007869,U03494,P148,14.98,6,2026-04-15,Marketplace,89.88
ORD002231,U02880,P044,43.93,3,2025-05-19,Website,131.79
ORD023200,U00018,P078,17.24,2,2025-09-05,Website,34.48
ORD017436,U04252,P121,61.12,2,2026-04-01,Retail,122.24
ORD022814,U01230,P149,21.68,2,2026-03-09,Website,43.36
ORD015504,U00847,P089,5.62,2,2025-12-28,Website,11.24
ORD036530,U00029,P119,11.85,1,2025-05-27,Gym Kiosk,11.85
ORD037012,U04405,P009,18.45,2,2025-08-26,App,36.9
ORD012869,U04715,P025,46.94,3,2025-11-20,Website,140.82
ORD020278,U04656,P130,49.1,1,2025-07-04,Retail,49.1
ORD048839,U00555,P056,15.78,2,2025-10-27,Retail,31.56
ORD045858,U00362,P036,24.75,1,2025-12-15,Gym Kiosk,24.75
ORD047809,U04700,P027,41.6,5,2025-09-18,Retail,208.0
ORD006127,U01639,P150,16.05,2,2026-04-16,Gym Kiosk,32.1
ORD043745,U00843,P123,7.69,2,2025-12-05,Marketplace,15.38
ORD042780,U02104,P087,7.18,2,2025-11-13,Marketplace,14.36
ORD045811,U04755,P052,9.4,3,2026-02-15,Retail,28.200000000000003
ORD009391,U01563,P061,40.38,1,2025-06-25,Gym Kiosk,40.38
ORD033035,U00396,P059,11.9,3,2026-04-06,App,35.7
ORD047471,U01078,P039,43.67,2,2025-12-29,Marketplace,87.34
ORD023608,U01927,P045,15.78,1,2026-01-17,Marketplace,15.78
ORD030447,U00921,P094,10.48,2,2025-05-03,Gym Kiosk,20.96
ORD033891,U04569,P071,15.0,2,2025-07-13,Gym Kiosk,30.0
ORD021293,U01438,P105,160.09,2,2025-09-16,Retail,320.18
ORD006241,U03101,P115,30.28,2,2025-09-02,App,60.56
ORD027278,U00394,P060,73.06,6,2025-07-04,Marketplace,438.36
ORD009846,U02416,P100,10.91,3,2025-11-29,Gym Kiosk,32.730000000000004
ORD002094,U04618,P127,122.5,3,2026-03-19,Retail,367.5
ORD037543,U00726,P036,24.75,2,2025-04-30,Retail,49.5
ORD041265,U04150,P079,18.68,3,2025-09-22,Retail,56.04
ORD034304,U03157,P113,47.5,3,2026-03-22,Gym Kiosk,142.5
ORD002018,U03810,P123,9.79,1,2026-04-25,Gym Kiosk,9.79
ORD027453,U02643,P032,7.02,5,2026-02-19,Marketplace,35.099999999999994
ORD028918,U03930,P144,45.37,2,2025-05-14,Website,90.74
ORD044843,U03652,P076,13.49,1,2025-09-13,Gym Kiosk,13.49
ORD033020,U00673,P049,17.82,2,2026-02-22,Gym Kiosk,35.64
ORD011196,U01639,P102,32.95,2,2025-12-20,App,65.9
ORD018549,U00599,P122,29.32,2,2026-04-24,Gym Kiosk,58.64
ORD008020,U03182,P080,11.04,5,2026-03-26,Marketplace,55.199999999999996
ORD016661,U03906,P129,14.51,1,2025-07-04,App,14.51
ORD008495,U01709,P115,36.89,2,2025-12-16,App,73.78
ORD029369,U04117,P051,14.58,5,2025-12-30,Website,72.9
ORD044268,U02137,P140,16.9,2,2025-11-15,Website,33.8
ORD007664,U00151,P023,44.15,1,2025-09-10,Gym Kiosk,44.15
ORD027174,U04825,P024,10.69,1,2025-05-24,Website,10.69
ORD025713,U04126,P075,46.15,2,2026-03-13,Marketplace,92.3
ORD012958,U00268,P114,15.74,3,2025-10-28,Website,47.22
ORD047938,U03340,P082,8.0,3,2025-06-19,Website,24.0
ORD046274,U01771,P102,27.08,1,2025-05-04,App,27.08
ORD023622,U01407,P110,44.66,3,2025-06-30,Website,133.98
ORD035483,U01823,P005,11.63,1,2025-06-04,Gym Kiosk,11.63
ORD028736,U04741,P097,21.1,1,2025-04-28,Marketplace,21.1
ORD015656,U01276,P020,32.59,3,2025-09-04,Retail,97.77000000000001
ORD044743,U02460,P031,3.73,4,2025-12-07,App,14.92
ORD002363,U03728,P010,14.46,2,2025-06-22,Retail,28.92
ORD033768,U04762,P001,16.8,1,2025-09-06,Gym Kiosk,16.8
ORD021598,U01052,P034,9.77,3,2026-04-07,App,29.31
ORD008260,U02674,P127,143.52,1,2026-04-04,Gym Kiosk,143.52
ORD034002,U04419,P137,5.24,1,2025-08-14,Gym Kiosk,5.24
ORD037442,U02224,P028,19.32,1,2025-12-30,Website,19.32
ORD033215,U04007,P095,8.59,1,2025-10-24,App,8.59
ORD006314,U03283,P091,23.04,1,2025-09-15,App,23.04
ORD031243,U04856,P036,24.75,3,2026-01-31,App,74.25
ORD031924,U00837,P026,21.32,2,2025-09-23,Website,42.64
ORD006230,U00560,P134,22.15,2,2026-03-05,Website,44.3
ORD044671,U03472,P057,118.7,1,2025-04-25,App,118.7
ORD022351,U00625,P094,10.48,2,2025-07-02,App,20.96
ORD026828,U04356,P136,32.7,1,2026-01-31,App,32.7
ORD013441,U03156,P128,13.11,3,2025-04-30,App,39.33
ORD046112,U00727,P053,11.29,1,2025-05-08,Retail,11.29
ORD032400,U01472,P039,33.22,3,2025-07-02,Marketplace,99.66
ORD012069,U01315,P091,23.04,1,2025-08-19,Gym Kiosk,23.04
ORD049862,U02212,P112,8.56,2,2025-05-16,App,17.12
ORD030886,U03859,P034,8.62,1,2025-09-30,App,8.62
ORD005703,U04169,P052,8.12,3,2025-08-03,Gym Kiosk,24.36
ORD044241,U04158,P014,32.55,1,2025-08-20,Gym Kiosk,32.55
ORD001693,U01221,P015,26.64,1,2025-11-23,Gym Kiosk,26.64
ORD023506,U00139,P141,39.55,4,2026-01-19,Website,158.2
ORD030136,U04980,P006,6.62,2,2026-04-02,Gym Kiosk,13.24
ORD034673,U00959,P060,98.01,5,2026-04-23,Website,490.05
ORD043761,U00446,P058,3.41,3,2025-08-14,Marketplace,10.23
ORD024326,U04436,P064,7283.0,3,2025-07-22,Gym Kiosk,21849.0
ORD018121,U03683,P088,15.04,1,2025-09-12,App,15.04
ORD006374,U03946,P091,23.04,2,2025-05-26,Gym Kiosk,46.08
ORD002254,U02305,P114,15.74,1,2026-03-23,Marketplace,15.74
ORD037887,U02389,P097,18.27,2,2025-06-04,Retail,36.54
ORD048007,U00578,P011,11.11,3,2025-11-17,Website,33.33
ORD043272,U04368,P101,11.97,3,2025-05-21,Retail,35.910000000000004
ORD005366,U02473,P128,21.55,2,2025-05-12,Marketplace,43.1
ORD028938,U01324,P143,12.72,2,2025-09-02,Retail,25.44
ORD049041,U02833,P049,13.57,2,2025-10-24,Gym Kiosk,27.14
ORD032815,U02711,P132,56.69,2,2025-06-03,Marketplace,113.38
ORD028689,U02853,P010,20.07,2,2025-12-16,Retail,40.14
ORD043712,U02006,P016,17.49,1,2026-02-06,Website,17.49
ORD012612,U02651,P103,27.16,2,2026-04-16,Gym Kiosk,54.32
ORD032715,U04284,P027,39.63,4,2025-09-11,App,158.52
ORD022711,U04459,P114,18.6,1,2025-07-19,Retail,18.6
ORD009693,U00871,P130,48.56,2,2025-06-01,Gym Kiosk,97.12
ORD009744,U03026,P039,44.35,2,2025-05-16,Marketplace,88.7
ORD024512,U03138,P137,5.24,2,2026-04-22,Retail,10.48
ORD022203,U02198,P144,76.71,1,2026-03-16,Retail,76.71
ORD001474,U02677,P096,27.51,2,2026-01-08,Gym Kiosk,55.02
ORD013085,U01252,P112,8.56,2,2025-09-05,Marketplace,17.12
ORD004917,U04974,P089,5.62,2,2026-02-25,Gym Kiosk,11.24
ORD044387,U01860,P059,11.9,3,2025-06-18,App,35.7
ORD041084,U00703,P145,6.03,2,2025-06-14,Retail,12.06
ORD002163,U04578,P090,31.92,1,2025-08-12,Marketplace,31.92
ORD020222,U02830,P033,22.46,2,2025-11-26,Gym Kiosk,44.92
ORD010856,U02753,P127,118.92,3,2025-08-09,Marketplace,356.76
ORD004378,U04675,P002,12.11,2,2025-07-05,Marketplace,24.22
ORD000665,U03395,P082,8.0,2,2025-05-08,App,16.0
ORD040589,U00433,P071,11.25,3,2025-12-07,Gym Kiosk,33.75
ORD016994,U00660,P125,37.12,2,2025-10-02,Gym Kiosk,74.24
ORD037690,U03496,P001,16.8,2,2025-05-12,App,33.6
ORD011307,U04463,P138,10.95,3,2025-06-15,Website,32.849999999999994
ORD025373,U03734,P020,32.59,1,2026-03-21,App,32.59
ORD030380,U01933,P006,5.13,1,2025-09-29,Website,5.13
ORD048424,U04325,P014,32.55,3,2025-11-23,Gym Kiosk,97.64999999999999
ORD028681,U03739,P031,5.15,2,2025-12-03,Website,10.3
ORD047774,U03942,P090,31.78,2,2025-12-08,Marketplace,63.56
ORD023772,U04582,P007,143.82,2,2025-09-22,Marketplace,287.64
ORD004148,U03808,P084,14.5,2,2025-08-24,Marketplace,29.0
ORD027364,U03625,P149,21.68,3,2025-05-10,Website,65.03999999999999
ORD036313,U03115,P067,861.0,1,2025-12-20,Website,861.0
ORD032550,U02645,P147,8.09,1,2025-05-16,Gym Kiosk,8.09
ORD020413,U02295,P113,47.5,2,2025-11-21,Marketplace,95.0
ORD046555,U02433,P081,78.76,2,2025-10-05,App,157.52
ORD016934,U00697,P063,146.6,2,2026-02-22,Gym Kiosk,293.2
ORD027737,U02137,P112,8.56,1,2025-11-20,Website,8.56
ORD026296,U01161,P010,22.23,2,2026-02-27,Website,44.46
ORD010012,U04997,P045,11.19,3,2025-05-13,Retail,33.57
ORD027027,U01850,P069,8.86,2,2025-05-24,App,17.72
ORD030770,U02006,P070,9.24,3,2026-02-03,Website,27.72
ORD007599,U01057,P147,9.59,2,2025-08-05,App,19.18
ORD010527,U03262,P027,77.31,2,2026-04-15,Retail,154.62
ORD000746,U04614,P145,6.96,2,2026-02-05,Gym Kiosk,13.92
ORD007476,U04920,P061,42.92,2,2026-03-25,Marketplace,85.84
ORD037745,U00079,P050,24.43,1,2025-11-19,App,24.43
ORD046082,U01974,P083,30.21,2,2025-09-18,Website,60.42
ORD016233,U03795,P011,16.39,1,2025-12-17,Retail,16.39
ORD025807,U03637,P129,14.51,2,2026-04-16,Marketplace,29.02
ORD025447,U01868,P067,8.49,2,2025-05-29,Website,16.98
ORD002964,U02569,P136,34.07,2,2025-09-18,Retail,68.14
ORD004099,U00599,P052,11.81,1,2026-03-06,Website,11.81
ORD000943,U01992,P045,13.74,1,2026-02-14,Website,13.74
ORD023425,U04458,P149,24.93,1,2025-10-12,App,24.93
ORD017845,U04251,P054,54.16,3,2026-02-24,App,162.48
ORD002989,U01743,P147,5.84,6,2025-11-06,Marketplace,35.04
ORD038541,U04545,P117,17.67,2,2025-09-16,Gym Kiosk,35.34
ORD038272,U01098,P089,7.02,1,2026-02-28,Website,7.02
ORD048748,U04342,P119,10.3,2,2025-06-11,App,20.6
ORD040506,U03843,P020,32.59,3,2026-03-24,Marketplace,97.77000000000001
ORD037127,U04563,P079,29.29,2,2025-05-18,Marketplace,58.58
ORD021635,U04494,P082,10.23,1,2025-10-30,Website,10.23
ORD007939,U03132,P125,50.88,2,2025-05-03,Gym Kiosk,101.76
ORD047647,U02020,P002,15.23,1,2025-05-06,Marketplace,15.23
ORD000456,U03791,P008,12.33,1,2025-10-17,Gym Kiosk,12.33
ORD032282,U01603,P088,12.17,1,2025-06-18,App,12.17
ORD044171,U04863,P134,23.33,2,2025-10-05,Gym Kiosk,46.66
ORD030744,U01797,P141,36.23,4,2025-09-24,App,144.92
ORD009129,U01108,P117,10.17,4,2026-01-23,Marketplace,40.68
ORD024155,U02198,P003,8.77,2,2026-01-15,Gym Kiosk,17.54
ORD047018,U01960,P035,19.61,217,2025-07-11,Gym Kiosk,4255.37
ORD021325,U03046,P106,9.72,2,2025-08-31,Gym Kiosk,19.44
ORD005045,U00892,P031,6.49,2,2025-08-07,Marketplace,12.98
ORD029711,U03364,P029,52.04,4,2026-01-16,App,208.16
ORD024649,U04826,P072,48.13,1,2026-03-12,App,48.13
ORD034830,U02373,P085,56.95,3,2025-06-16,App,170.85000000000002
ORD016224,U03057,P141,40.28,5,2026-02-08,Retail,201.4
ORD021085,U03267,P147,10.31,1,2025-11-30,Retail,10.31
ORD048391,U01427,P022,25.61,2,2026-04-20,Gym Kiosk,51.22
ORD047186,U01440,P123,7.69,2,2025-06-03,Website,15.38
ORD030294,U02665,P145,7.31,1,2025-11-04,Marketplace,7.31
ORD023101,U01362,P139,18.65,2,2025-11-26,Gym Kiosk,37.3
ORD026252,U01338,P143,12.72,3,2025-10-07,Website,38.160000000000004
ORD041765,U04115,P114,19.56,2,2026-02-14,App,39.12
ORD047279,U00445,P071,1546.0,1,2026-02-05,Retail,1546.0
ORD011675,U03687,P149,21.68,2,2026-04-10,Retail,43.36
ORD012187,U02492,P001,20.98,2,2025-08-16,Website,41.96
ORD034899,U00164,P039,33.22,2,2025-10-05,Website,66.44
ORD026357,U04180,P088,20.42,1,2025-10-24,Marketplace,20.42
ORD031701,U00483,P135,14.27,2,2025-07-23,Gym Kiosk,28.54
ORD044441,U03582,P122,27.12,1,2025-11-23,Retail,27.12
ORD022495,U04727,P121,64.28,2,2025-05-05,Retail,128.56
ORD045977,U03215,P096,27.51,2,2025-09-21,Gym Kiosk,55.02
ORD034875,U03620,P064,80.25,3,2025-08-31,Gym Kiosk,240.75
ORD033989,U02235,P029,62.51,5,2026-02-27,App,312.55
ORD013668,U01633,P039,33.22,2,2026-01-17,Retail,66.44
ORD027145,U00198,P033,19.53,3,2025-09-29,Marketplace,58.59
ORD012652,U04010,P074,22.9,3,2026-03-11,Website,68.69999999999999
ORD024418,U03376,P094,10.48,1,2026-01-23,Website,10.48
ORD007548,U03845,P069,10.37,3,2025-05-07,Website,31.11
ORD039292,U01446,P007,124.3,3,2026-04-15,Website,372.9
ORD021731,U00745,P068,18.58,3,2025-10-17,Marketplace,55.739999999999995
ORD036045,U01995,P080,17.25,2,2026-04-25,Gym Kiosk,34.5
ORD046159,U01344,P014,32.55,3,2025-07-10,Website,97.64999999999999
ORD007563,U00512,P124,7.73,3,2025-11-15,Retail,23.19
ORD024940,U04676,P147,6.35,4,2026-01-07,Website,25.4
ORD036403,U02675,P129,1451.0,2,2025-12-16,Website,2902.0
ORD015883,U04043,P150,14.72,3,2025-11-21,Gym Kiosk,44.160000000000004
ORD027603,U02803,P129,14.51,2,2026-01-10,App,29.02
ORD020545,U02486,P068,14.19,6,2026-01-25,Marketplace,85.14
ORD024335,U02369,P014,32.55,2,2025-12-04,App,65.1
ORD046914,U00894,P123,7.69,3,2025-05-08,App,23.07
ORD030957,U00977,P092,7.76,1,2026-04-03,Marketplace,7.76
ORD035439,U03938,P059,11.9,2,2026-03-26,App,23.8
ORD011291,U02638,P019,140.63,1,2026-04-08,Website,140.63
ORD013886,U00577,P088,21.42,1,2026-02-10,Retail,21.42
ORD049647,U03996,P084,14.5,2,2026-03-24,App,29.0
ORD032516,U00250,P120,21.84,2,2026-01-21,App,43.68
ORD011819,U03465,P068,18.58,2,2025-05-25,Website,37.16
ORD024553,U04241,P005,11.28,1,2025-05-05,Website,11.28
ORD015111,U00429,P006,8.5,1,2025-06-17,App,8.5
ORD003091,U01230,P006,6.7,2,2026-03-01,Gym Kiosk,13.4
ORD024794,U03924,P123,7.69,3,2026-03-03,Website,23.07
ORD030432,U02974,P022,24.55,1,2025-05-08,Retail,24.55
ORD020969,U01416,P097,20.7,2,2025-09-13,Gym Kiosk,41.4
ORD004538,U02425,P076,8.03,3,2026-04-24,Marketplace,24.089999999999996
ORD023926,U02509,P057,143.84,1,2025-12-07,Retail,143.84
ORD019870,U04940,P041,5.97,2,2026-03-12,App,11.94
ORD043490,U01430,P020,32.59,2,2025-05-09,Gym Kiosk,65.18
ORD022247,U02638,P002,8.46,6,2025-06-16,Retail,50.760000000000005
ORD022667,U01520,P112,8.56,1,2025-12-31,Retail,8.56
ORD040218,U02468,P034,8.62,3,2025-12-16,App,25.86
ORD029932,U04269,P096,27.51,3,2025-05-14,Marketplace,82.53
ORD022805,U00673,P038,7.71,2,2025-06-26,Website,15.42
ORD008889,U00436,P131,109.49,4,2025-09-21,App,437.96
ORD012156,U02943,P018,12.29,2,2025-06-23,Gym Kiosk,24.58
ORD034832,U03142,P145,7.13,2,2025-12-23,Website,14.26
ORD026162,U02032,P149,21.68,2,2026-01-01,Gym Kiosk,43.36
ORD032009,U00979,P108,108.65,2,2025-06-16,Retail,217.3
ORD012140,U04395,P067,9.05,1,2025-05-14,Website,9.05
ORD029418,U01914,P065,14.97,3,2025-06-15,App,44.910000000000004
ORD013505,U00012,P045,9.57,5,2026-03-24,Retail,47.85
ORD023842,U02750,P015,19.83,1,2025-12-18,Website,19.83
ORD015716,U03240,P014,32.55,2,2025-10-08,Website,65.1
ORD018154,U04482,P091,23.04,1,2025-05-05,Marketplace,23.04
ORD020016,U01917,P060,148.94,1,2025-05-17,Retail,148.94
ORD033714,U02865,P129,14.51,1,2025-06-14,Gym Kiosk,14.51
ORD002385,U00691,P144,43.65,3,2026-03-10,Marketplace,130.95
ORD036605,U03932,P010,16.07,3,2025-07-16,App,48.21
ORD026550,U04416,P100,10.91,2,2025-06-17,Retail,21.82
ORD001772,U04551,P116,15.89,2,2026-02-04,App,31.78
ORD029732,U00219,P037,42.38,2,2025-08-09,App,84.76
ORD016662,U03999,P108,114.27,2,2025-04-25,Retail,228.54
ORD003663,U00158,P048,30.38,2,2025-05-27,Website,60.76
ORD012488,U04497,P117,19.74,2,2025-05-10,Gym Kiosk,39.48
ORD026044,U02414,P137,5.24,1,2025-11-03,Gym Kiosk,5.24
ORD008970,U02242,P047,10.03,3,2026-02-25,Gym Kiosk,30.089999999999996
ORD024607,U03338,P109,13.8,2,2025-04-28,App,27.6
ORD000225,U04496,P105,163.88,2,2025-07-07,Website,327.76
ORD019007,U01243,P010,16.19,2,2025-06-23,Website,32.38
ORD009067,U01718,P030,8.28,2,2025-09-09,Gym Kiosk,16.56
ORD004774,U03741,P147,8.33,1,2025-10-14,Gym Kiosk,8.33
ORD025159,U04481,P144,59.78,2,2025-09-29,Gym Kiosk,119.56
ORD007120,U02144,P033,19.53,2,2025-08-16,App,39.06
ORD019261,U02802,P064,42.94,4,2025-10-13,Retail,171.76
ORD011938,U02693,P144,43.65,1,2026-02-26,Website,43.65
ORD012031,U01030,P007,124.3,1,2026-03-07,App,124.3
ORD011714,U03164,P031,6.19,2,2025-09-07,App,12.38
ORD028211,U02398,P148,17.77,2,2025-12-11,Website,35.54
ORD047406,U00679,P037,50.66,2,2026-01-15,Gym Kiosk,101.32
ORD007104,U04530,P071,14.68,2,2025-08-18,Website,29.36
ORD045683,U01795,P021,5.5,4,2025-08-02,Gym Kiosk,22.0
ORD006294,U04996,P038,9.46,2,2026-04-18,App,18.92
ORD030626,U04291,P071,15.06,1,2025-06-17,Retail,15.06
ORD023417,U00443,P084,18.1,2,2025-05-10,Website,36.2
ORD038182,U00620,P094,10.48,3,2025-10-17,Gym Kiosk,31.44
ORD046922,U00349,P059,16.06,2,2025-10-11,Marketplace,32.12
ORD040277,U02613,P146,9.55,2,2026-03-08,App,19.1
ORD045185,U04963,P123,7.69,3,2025-08-09,App,23.07
ORD022534,U01123,P058,8.32,2,2025-06-08,Marketplace,16.64
ORD019449,U02839,P135,13.88,2,2025-10-22,Marketplace,27.76
ORD014237,U03013,P095,8.59,1,2026-01-12,Marketplace,8.59
ORD009623,U03300,P036,24.75,3,2025-10-28,Marketplace,74.25
ORD012963,U04612,P110,57.54,1,2025-04-27,Website,57.54
ORD049463,U01322,P058,4.06,6,2026-01-15,App,24.36
ORD029041,U04002,P019,14528.0,2,2025-12-05,Gym Kiosk,29056.0
ORD011497,U03526,P035,16.64,2,2026-01-17,Website,33.28
